OID_,DataZone,DZName,LAName,SAPE2017,WAPE2017,Rankv2,Quintilev2,Decilev2,Vigintilv2,Percentv2,IncRate,IncNumDep,IncRankv2,EmpRate,EmpNumDep,EmpRank,HlthCIF,HlthAlcSR,HlthDrugSR,HlthSMR,HlthDprsPc,HlthLBWTPc,HlthEmergS,HlthRank,EduAttend,EduAttain,EduNoQuals,EduPartici,EduUniver,EduRank,GAccPetrol,GAccDTGP,GAccDTPost,GAccDTPsch,GAccDTSsch,GAccDTRet,GAccPTGP,GAccPTPost,GAccPTRet,GAccBrdbnd,GAccRank,CrimeCount,CrimeRate,CrimeRank,HouseNumOC,HouseNumNC,HouseOCrat,HouseNCrat,HouseRank
6485,S01012991,The Murray - 02,South Lanarkshire,782,492,2584,2,4,8,38,14%,112,2373,10%,49,2687,110,67,83,82,25%,0%,134,2289,83%,5.31,81,6%,4%,2843,3.95,1.96,3.24,2.19,5.19,2.33,7.78,13.6,8.3,0%,4456,29,372,1659,93,10,11%,1%,2844
6486,S01012992,The Murray - 03,South Lanarkshire,738,465,3217,3,5,10,47,13%,95,2706,9%,43,2959,120,132,84,84,22%,0%,127,2204,86%,6.04,75,3%,11%,4695,2.7,2.06,2.96,2.26,4.64,2.52,8.12,9.17,7.76,0%,5120,16,218,3150,93,11,12%,1%,2686
6487,S01012993,The Murray - 04,South Lanarkshire,699,443,2173,2,4,7,32,15%,104,2264,10%,45,2616,115,292,210,111,27%,0%,142,1420,79%,4.77,96,4%,4%,1998,3.65,2.68,3.69,2.97,5.78,3.04,10.6,12.51,9.99,0%,2803,21,302,2220,67,6,10%,1%,3499
6488,S01012994,The Murray - 05,South Lanarkshire,836,584,2060,2,3,6,30,16%,135,2042,15%,85,1506,135,170,32,95,25%,18%,134,1614,83%,5.35,104,2%,9%,3352,3.7,2.65,2.78,2.66,4.64,2.99,8.15,11.56,8.71,0%,3925,18,216,3165,107,15,12%,2%,2442
6489,S01012995,"Birniehill, Kelvin and Whitehills East - 01",South Lanarkshire,718,509,3331,3,5,10,48,8%,56,3984.5,9%,46,2987,105,70,0,90,22%,4%,109,3072,80%,5.09,63,4%,9%,3215,3.19,3.9,4.3,4.47,5.84,3.8,14.28,13.43,13.63,0%,1367,6,84,5437,49,2,6%,0%,5206
6490,S01012996,"Birniehill, Kelvin and Whitehills East - 02",South Lanarkshire,590,409,2600,2,4,8,38,12%,70,2934.5,8%,33,3382,100,50,143,49,24%,10%,113,2915,77%,5.07,105,2%,4%,2117,3.27,3.96,4.36,4.57,6.04,3.86,14.9,14.06,14.26,0%,1249,20,340,1894,97,0,15%,0%,2184
6491,S01012997,"Birniehill, Kelvin and Whitehills East - 03",South Lanarkshire,452,264,2974,3,5,9,43,11%,49,3189,8%,21,3346,95,65,0,87,24%,0%,101,3290,84%,5.27,90,3%,5%,2959,3.56,4.2,4.59,5.11,5.62,4.09,16.84,15.93,16.74,0%,1022,6,133,4500,72,11,15%,2%,1666
6492,S01012998,"Birniehill, Kelvin and Whitehills East - 04",South Lanarkshire,992,699,3026,3,5,9,44,12%,116,2980,10%,68,2762,105,211,30,91,22%,7%,128,2395,91%,6,79,2%,9%,5071,4,2.68,3.55,3.19,4.58,2.95,9.92,12.71,10.54,1%,2750,33,334,1947,117,13,11%,1%,2958
6493,S01012999,"Birniehill, Kelvin and Whitehills East - 05",South Lanarkshire,463,321,2548,2,4,8,37,13%,61,2639,10%,32,2699,110,103,118,138,20%,8%,140,2095,80%,5.53,103,3%,6%,2855,4.15,3.16,3.69,3.86,4.4,3.47,12.06,12.35,12.67,0%,2078,9,195,3474,47,6,10%,1%,3347
6494,S01013000,"Birniehill, Kelvin and Whitehills East - 06",South Lanarkshire,667,432,2254,2,4,7,33,16%,106,2083,13%,55,1978.5,120,356,370,99,20%,7%,143,1533,82%,5.83,97,2%,8%,3811,4.07,2.33,3.17,3.18,4.65,2.64,7.29,11.64,7.85,0%,4108,19,286,2377,60,6,9%,1%,3618
6495,S01013001,Blane Valley - 01,Stirling,381,243,5197,4,8,15,75,2%,8,6437,3%,6,6056.5,40,51,0,77,15%,0%,69,6019,86%,5.63,52,0%,19%,5409,9.59,5.04,5,5.84,15.39,14.27,15.1,13.61,33.41,91%,271,4,108,4972.5,15,11,4%,3%,5004
6496,S01013002,Blane Valley - 02,Stirling,536,341,4942,4,8,15,71,4%,21,5491,3%,11,5712,35,19,0,61,13%,0%,64,6515,89%,6.33,52,4%,8%,5489,8.66,6.49,5.66,8.1,12.96,12.3,16.35,15.48,30.32,56%,278,6,115,4849,20,19,4%,4%,4540
6497,S01013003,Blane Valley - 03,Stirling,675,398,6354,5,10,19,92,1%,7,6869,2%,6,6701,30,0,0,77,16%,6%,74,6526,93%,6.38,19,0%,24%,6846,6.46,2.59,3.76,4.25,9.36,7.3,10.78,18.33,18.62,33%,772,0,0,6557,0,3,0%,0%,6955
6498,S01013004,Blane Valley - 04,Stirling,656,399,5305,4,8,16,77,6%,39,4633,4%,15,5311,70,38,59,83,22%,0%,86,4017,91%,6.06,37,2%,24%,6309,5.44,1.56,4.88,1.93,8.49,6.27,6.58,12.6,12.86,14%,2076,0,0,6541,11,2,2%,0%,6760
6499,S01013005,Blane Valley - 05,Stirling,734,393,4822,4,7,14,70,2%,18,6240,4%,17,4967,35,66,25,63,13%,0%,70,6176,90%,5.73,36,1%,24%,6103,6.48,3.43,4.88,4.66,9.31,7.3,9.11,12.71,14.74,79%,689,46,630,619,31,13,4%,2%,5297
6500,S01013006,Blane Valley - 06,Stirling,675,425,4776,4,7,14,69,3%,23,5762,5%,20,4787,40,6,26,66,16%,0%,55,6357,86%,5.53,29,3%,13%,5263,9.62,5.4,5.22,4.9,12.03,11.09,15.23,14.65,26.95,35%,407,14,213,3208,20,2,3%,0%,6299
6501,S01013007,Blane Valley - 07,Stirling,923,484,5720,5,9,17,82,3%,32,5725,3%,15,5712,50,47,0,74,22%,0%,67,5340,96%,6.47,30,2%,15%,6746,9.8,2.54,2.54,2.55,12.13,10.88,8.32,8.37,21.06,5%,1132,6,67,5815,28,9,3%,1%,6132
6502,S01013008,Blane Valley - 08,Stirling,787,451,5301,4,8,16,76,5%,42,4873,6%,27,4158,60,36,0,79,20%,0%,77,4892,91%,6.08,45,1%,22%,6221,8.83,1.49,1.42,2.15,12.88,9.97,3.87,3.69,20.8,0%,2942,3,39,6391,30,2,4%,0%,6112
6503,S01013009,Balfron and Drymen - 01,Stirling,588,323,4233,4,7,13,61,10%,57,3475,7%,21,3929,75,91,32,75,20%,0%,89,3883,89%,5.83,54,3%,10%,5047,8.82,1.11,1.37,2.1,11.95,11.09,3.72,4.77,23.11,0%,3760,14,245,2823,51,2,8%,0%,4366
6504,S01013010,Balfron and Drymen - 02,Stirling,644,405,5731,5,9,17,83,2%,15,6307,2%,8,6462.5,35,47,26,62,13%,0%,61,6371,93%,6.6,39,1%,22%,6706,8.27,3.55,3.31,4.46,11.7,10.25,15.57,15.14,28.84,59%,484,8,128,4604,24,14,4%,2%,5202
6505,S01013011,Balfron and Drymen - 03,Stirling,712,445,6019,5,9,18,87,4%,31,5300,4%,19,4948,45,76,70,35,12%,6%,75,5772,91%,6.11,43,1%,20%,6199,2.34,2.14,1.85,3.17,3.46,1.98,7.59,7.65,8.01,21%,4846,11,159,4037,22,7,3%,1%,6115
6506,S01013012,Balfron and Drymen - 04,Stirling,779,502,4983,4,8,15,72,7%,54,4279,6%,32,3997,75,57,0,85,18%,4%,85,4286,89%,5.78,71,2%,13%,5000,1.21,1.1,0.99,2.74,2.93,1.1,2.8,2.88,3.44,0%,6735,13,171,3840,54,15,8%,2%,3516
6507,S01013013,Balfron and Drymen - 05,Stirling,875,525,5864,5,9,17,85,4%,32,5631,4%,19,5446,50,36,42,63,17%,5%,73,5339,89%,6,40,2%,14%,5757,2.2,2.11,1.99,2.87,2.68,1.99,8.46,8.54,8.71,28%,4633,31,352,1803,26,17,4%,2%,5427
6508,S01013014,Balfron and Drymen - 06,Stirling,787,497,5599,5,9,17,81,6%,46,4669,4%,20,5111,55,46,0,79,15%,6%,83,5130,95%,5.88,74,0%,10%,5819,1.61,1.43,1.42,1.52,8.84,8.19,7.64,8.29,17.19,17%,3789,8,104,5024,24,21,3%,3%,5314
6509,S01013015,Kippen and Fintry - 01,Stirling,821,515,5129,4,8,15,74,2%,17,6446,3%,15,5812,35,49,0,69,16%,6%,62,6253,91%,6.35,45,1%,16%,6323,12.32,11.8,11.91,2.91,13.36,13.16,26.36,26.56,29.78,36%,133,0,0,6643,36,25,5%,3%,4499
6510,S01013016,Kippen and Fintry - 02,Stirling,627,385,4870,4,7,14,70,4%,28,5242,3%,10,6084,35,32,30,85,13%,13%,73,6077,91%,5.79,42,1%,12%,5730,9.95,5.21,4.58,4.97,18.46,16.13,18.33,16.84,32.82,38%,287,14,229,2981,6,3,1%,0%,6854
6511,S01013017,Kippen and Fintry - 03,Stirling,867,531,4485,4,7,13,65,7%,64,4124,8%,40,3506,85,25,0,62,16%,4%,61,5035,86%,5.84,56,3%,18%,5157,10.2,1.65,1.39,1.54,17.57,16.82,5.84,5.86,26.57,0%,2139,3,36,6455,69,8,8%,1%,4065
6512,S01013018,Kippen and Fintry - 04,Stirling,932,579,5227,4,8,15,75,4%,38,5428,4%,21,5416,50,7,19,79,14%,11%,64,5879,93%,6.27,36,2%,19%,6512,9.1,8.31,2.18,3.11,13.83,13.59,18.87,7.15,26.51,18%,538,6,66,5830,28,20,3%,2%,5769
6513,S01013019,Cambusbarron - 01,Stirling,949,660,6200,5,9,18,89,2%,16,6612,1%,9,6812,30,20,30,20,9%,3%,42,6875,96%,6.38,32,1%,13%,6711,7.31,5.3,2.86,3.61,5.95,8.17,17.84,9.52,23.23,34%,653,3,32,6516,78,4,9%,0%,4056
6514,S01013020,Cambusbarron - 02,Stirling,472,291,2695,2,4,8,39,11%,53,3105,11%,32,2393,105,24,134,115,23%,4%,104,2814,85%,5,112,0%,7%,3125,6.26,3.99,1.46,2.19,5.07,6.87,14.24,4.88,19.43,0%,2121,14,305,2191,53,2,11%,0%,3111
6515,S01013021,Cambusbarron - 03,Stirling,461,300,3231,3,5,10,47,12%,56,2864,7%,21,3705,115,17,102,122,20%,0%,87,3163,75%,5.67,74,4%,7%,3074,6.63,4.75,1.98,2.6,5.16,7.62,16.19,4.72,21.58,0%,1420,0,0,6682,31,8,7%,2%,4345
6516,S01013022,Cambusbarron - 04,Stirling,535,351,3136,3,5,9,45,11%,61,3061,10%,35,2690.5,90,16,0,99,17%,5%,89,4163,87%,5.17,82,6%,7%,3271,5.58,3.42,1.29,2.77,4.16,6.3,16.42,6.14,21.52,3%,1919,7,134,4474,43,4,10%,1%,3395
6517,S01013023,Cambusbarron - 05,Stirling,834,460,6560,5,10,19,95,1%,6,6941,2%,10,6339.5,35,20,0,75,14%,0%,66,6396,0%,6.52,35,0%,19%,6842,5.28,2.75,2.08,2.91,4.61,5.63,15.53,10.27,20.13,33%,1434,4,49,6173,14,0,2%,0%,6826
6518,S01013024,Cambusbarron - 06,Stirling,550,344,5539,4,8,16,80,3%,17,5927,3%,12,5477,50,0,55,28,13%,0%,49,6528,89%,5.94,27,3%,10%,5830,5.83,3.01,2.41,3.63,5.55,5.88,15.14,11.08,19.95,4%,1158,14,261,2599,6,3,1%,1%,6811.5
6519,S01013025,Plean and Rural SE - 01,Stirling,624,405,4662,4,7,14,67,3%,20,5861.5,3%,10,6142,50,12,53,82,11%,0%,67,5935,88%,5.4,61,1%,8%,4456,5.85,6.99,6.05,8.13,8.03,6.64,18.69,16.99,22.84,81%,365,28,444,1257,39,8,8%,2%,3924
6520,S01013026,Plean and Rural SE - 02,Stirling,993,627,2013,2,3,6,29,14%,136,2518,13%,80,1915,140,220,141,179,22%,4%,118,1520,81%,5.57,131,4%,2%,2093,1.75,1.83,6.13,1.84,9.35,8.58,4.71,12.39,21.82,1%,2490,40,403,1484,71,6,7%,1%,4485
6521,S01013027,Plean and Rural SE - 03,Stirling,981,594,743,1,2,3,11,24%,237,941,18%,104,945,185,80,231,137,24%,19%,140,814,62%,4.67,186,8%,3%,222,1.19,1.23,5.91,2.02,9.51,8.27,5.19,13.92,23.64,0%,3436,30,304,2200,160,3,16%,0%,1924
6522,S01013028,Plean and Rural SE - 04,Stirling,475,332,3632,3,6,11,53,7%,33,4276.5,5%,18,4432,75,30,0,54,15%,9%,91,4675,75%,5.33,107,0%,7%,2803,6.88,4.12,5.06,4.86,10.05,9.45,9.71,10.21,21.38,41%,636,13,281,2416,17,14,4%,3%,5023
6523,S01013029,Cowie - 01,Stirling,640,383,1091,1,2,4,16,17%,109,1884.5,16%,62,1188,185,57,102,118,25%,3%,136,1066,63%,5.38,173,11%,2%,468,5.41,5.72,1.28,1.66,7.69,6.4,18.98,4.85,25.73,1%,1463,21,321,2056,85,2,15%,0%,2144
6524,S01013030,Cowie - 02,Stirling,626,403,1199,1,2,4,18,21%,129,1362,14%,54,1771,135,70,108,89,22%,3%,108,2308,73%,4.73,192,10%,2%,387,5.69,5.84,1.15,1.86,7.52,6.23,19.2,4.77,25.95,0%,1594,35,558,801,90,0,14%,0%,2331
6525,S01013031,Cowie - 03,Stirling,626,394,1173,1,2,4,17,19%,116,1646,16%,63,1250,150,228,188,163,22%,9%,132,1189,67%,5.29,203,4%,6%,820,6.19,5.14,1.74,2.48,7.11,5.95,20.76,6.21,27.42,0%,1168,15,246,2798,107,0,17%,0%,1713
6526,S01013032,Cowie - 04,Stirling,850,585,4905,4,8,15,71,5%,44,4931,4%,22,5286.5,65,5,28,102,13%,2%,80,5235,86%,5.52,83,1%,5%,3768,5.83,4.89,1.61,2.63,6.94,5.53,21.58,6.84,28.04,0%,1212,4,48,6194,62,3,8%,0%,4500
6527,S01013033,Fallin - 01,Stirling,782,530,3536,3,6,11,51,8%,66,3804,7%,35,3896,95,54,158,49,15%,2%,118,3491,76%,5.32,126,2%,3%,1919,5.56,1.33,2.17,3.41,7.16,7.45,4.54,4.73,17.21,0%,3362,21,263,2585,49,7,7%,1%,4363
6528,S01013034,Fallin - 02,Stirling,647,402,1590,2,3,5,23,17%,112,1836,12%,48,2159,170,69,51,135,21%,8%,122,1476,67%,4.77,182,5%,4%,539,5.4,1.22,2.02,2.17,6.95,7.29,5.54,5.7,18.42,0%,4084,21,317,2090,90,4,13%,1%,2721
6529,S01013035,Fallin - 03,Stirling,680,436,1932,2,3,6,28,15%,100,2293,12%,53,2106,155,153,134,113,22%,3%,133,1379,70%,5.05,190,1%,3%,866,4.59,1.02,1.21,2.43,6.08,6.48,4.35,4.1,16.91,0%,5589,13,196,3459,114,0,17%,0%,1710
6530,S01013036,Fallin - 04,Stirling,757,510,1168,1,2,4,17,21%,157,1338,15%,77,1419,140,53,61,122,23%,4%,121,2000,57%,5.06,207,8%,5%,197,4.64,1,0.99,3.14,6.09,6.53,3.7,2.64,16.29,0%,5764,26,339,1908,149,12,19%,2%,1062
6531,S01013037,Bannockburn - 01,Stirling,748,444,5030,4,8,15,73,5%,39,4916,4%,18,5055,80,52,88,150,22%,16%,79,3437,91%,5.89,60,3%,5%,4832,4.58,2.94,2.19,2.65,3.77,4.2,12.02,8.01,21.18,12%,2319,3,41,6349,40,2,6%,0%,5429.5
6532,S01013038,Bannockburn - 02,Stirling,933,601,3002,3,5,9,44,14%,126,2563,8%,50,3255,115,78,69,117,22%,9%,103,2552,80%,5.67,121,8%,4%,2345,3.8,2.4,1.64,2,3.11,3.42,7.95,5.28,17.55,0%,5136,18,198,3433,94,1,10%,0%,3766
6533,S01013039,Bannockburn - 03,Stirling,536,393,6191,5,9,18,89,2%,12,6350,2%,9,6240.5,40,28,29,48,13%,11%,78,5963,85%,5.81,35,2%,6%,4866,3.98,3.42,2.67,2.58,3.92,3.6,10.49,9.67,19.71,0%,2755,11,211,3244,9,0,2%,0%,6811.5
6534,S01013040,Bannockburn - 04,Stirling,628,381,3577,3,6,11,52,11%,68,3192,9%,34,3083,105,28,98,90,21%,6%,103,3080,88%,5.65,107,6%,10%,3748,3.79,2.43,1.67,1.71,3.15,3.41,6.91,5.36,17.71,0%,5403,13,213,3217,66,4,11%,1%,3323
6535,S01013041,Bannockburn - 05,Stirling,552,390,3163,3,5,10,46,13%,69,2789,8%,32,3328,120,82,106,78,20%,12%,83,2932,73%,5.76,107,1%,9%,3000,4.41,2.39,1.4,2.02,3.11,4.1,7.67,4.07,20.27,1%,4729,18,335,1938,76,0,13%,0%,2764
6536,S01013042,Hillpark - 01,Stirling,765,547,3847,3,6,12,56,8%,61,3926,7%,40,3609,100,20,35,127,16%,9%,89,3618,77%,5.64,101,1%,4%,2913,1.46,3.03,2.26,4.34,4.13,3.91,10,7.19,16.23,5%,3223,13,175,3800,60,8,8%,1%,4289
6537,S01013043,Hillpark - 02,Stirling,728,479,1275,1,2,4,19,23%,166,1080,14%,69,1556,155,204,66,127,24%,8%,125,1314,67%,5.06,163,10%,4%,725,1.94,1.81,2.14,2.98,2.88,4.31,6.23,6.4,17.35,0%,5375,21,282,2404,131,2,19%,0%,1372
6538,S01013044,Hillpark - 03,Stirling,825,505,2596,2,4,8,38,13%,110,2600.5,10%,52,2608,115,24,55,102,20%,11%,115,2811,72%,5.05,147,7%,6%,1352,1.56,1.65,1.63,2.89,2.85,3.92,5.46,5.18,15.44,0%,6138,21,249,2765,80,4,10%,0%,3657
6539,S01013045,Hillpark - 04,Stirling,703,448,3808,3,6,11,55,9%,66,3540,8%,34,3505,105,28,42,136,18%,4%,88,3393,82%,5.73,105,4%,4%,2886,2.76,0.82,2.28,2.12,2.09,4.86,3.41,7.31,20.01,0%,6418,20,278,2445.5,63,0,9%,0%,4172
6540,S01013046,Hillpark - 05,Stirling,479,318,2320,2,4,7,34,14%,69,2358,10%,33,2614,140,37,90,154,23%,7%,114,1966,68%,5.14,153,2%,4%,1166,3.45,1.12,1.88,1.4,1.86,4.48,4.2,6.06,18.66,0%,6448,10,214,3192,69,0,14%,0%,2507
6541,S01013047,Broomridge - 01,Stirling,909,626,5704,5,9,17,82,3%,29,5868,3%,19,5750,45,38,0,69,13%,0%,66,6044,90%,5.79,48,1%,11%,5430,4.5,4.47,2.8,3.33,4.56,5.2,14.27,12.98,14.55,20%,1138,6,68,5786,23,1,2%,0%,6627
6542,S01013048,Broomridge - 02,Stirling,740,527,4020,3,6,12,58,7%,51,4304,8%,44,3219,85,45,0,56,18%,13%,73,4446,0%,5.8,64,0%,4%,5254,4.28,3.89,2.18,3.31,4.41,5.57,12.44,10.02,14.94,0%,1837,17,236,2922,65,35,8%,4%,2860
6543,S01013049,Broomridge - 03,Stirling,772,502,6154,5,9,18,89,3%,21,6110,4%,19,5302,50,65,38,84,17%,6%,64,5303,93%,6,50,0%,11%,6132,2.8,2.58,1.77,1.99,3.48,4.83,10.01,8.25,15.43,0%,4013,12,160,4021,59,8,7%,1%,4368
6544,S01013050,Broomridge - 04,Stirling,712,467,1640,2,3,5,24,18%,128,1737.5,19%,86,826,165,103,40,99,25%,0%,129,1398,83%,5.67,119,0%,11%,3884,2.81,2.08,1.12,2.75,2.09,5.6,7.46,5.49,17.12,12%,4677,14,202,3374,74,14,10%,2%,2941
6545,S01013051,Broomridge - 05,Stirling,851,561,2014,2,3,6,29,19%,164,1538,14%,78,1640,125,116,268,116,20%,5%,91,2418,76%,5.44,115,1%,4%,2451,2.54,1.78,2,2.89,2.12,5.43,6.46,6.81,16,0%,5277,22,253,2706,91,7,10%,1%,3525.5
6546,S01013052,Broomridge - 06,Stirling,723,424,2195,2,4,7,32,17%,122,1914,12%,50,2174,135,93,72,119,22%,11%,118,1993,82%,5.05,121,8%,6%,2108,2.29,2.27,1.63,3.45,2.87,4.77,8.51,6.34,15.04,0%,4667,16,227,3007,94,5,13%,1%,2632
6547,S01013053,Broomridge - 07,Stirling,579,395,612,1,1,2,9,25%,142,905,23%,91,396,165,235,399,129,25%,4%,126,924,71%,5.08,168,22%,3%,572,1.81,0.84,1.94,2.99,2.19,5.06,2.45,5.16,12.33,0%,6763,50,869,294,118,1,19%,0%,1303
6548,S01013054,Borestone - 01,Stirling,638,399,3629,3,6,11,53,9%,56,3709,8%,33,3272,90,100,77,83,19%,5%,98,3313,88%,5.5,102,8%,10%,3522,2.48,2.86,2.32,2.56,4.22,5.66,9.94,6.88,15.31,1%,3060,14,225,3029,60,4,9%,1%,3794
6549,S01013055,Borestone - 02,Stirling,750,511,2436,2,4,7,35,14%,105,2437,11%,57,2387,115,74,285,97,19%,3%,131,2337,76%,5.8,132,12%,5%,2081,2.13,2.48,1.65,1.91,3.2,5.63,7.22,3.9,12.37,0%,5538,31,411,1443,63,2,9%,0%,3921
6550,S01013056,Borestone - 03,Stirling,1072,711,1742,2,3,5,25,19%,202,1592,14%,96,1744,155,72,188,146,22%,0%,127,1502,82%,5.33,146,5%,8%,2323,2.96,3.16,1.9,1.93,3.31,6.3,10.11,4.84,15.47,8%,3445,42,393,1540,125,8,14%,1%,2242
6551,S01013057,Borestone - 04,Stirling,941,607,473,1,1,2,7,28%,267,538,21%,124,580,180,196,352,138,21%,16%,143,789,63%,4.91,174,11%,1%,254,3.46,3.71,1.32,2.56,3.73,6.86,11.85,3.36,17.84,9%,2969,64,677,551,106,11,12%,1%,2623
6552,S01013058,Borestone - 05,Stirling,668,442,5316,4,8,16,77,3%,21,5899,4%,19,5043,45,20,96,73,13%,3%,65,5903,92%,5.91,35,1%,20%,6340,4.63,3.84,2.99,2.93,3.43,6.71,17.21,10.35,22.46,37%,1063,17,261,2600,24,6,4%,1%,5867
6553,S01013059,King's Park and Torbrex - 01,Stirling,1034,582,5568,4,8,16,80,4%,38,5620,4%,20,5465.5,55,23,0,59,15%,7%,71,5586,92%,5.69,57,1%,9%,5284,3.12,3.01,1.97,3.52,4.39,5.45,9.59,5.29,12.77,3%,2918,39,377,1632,21,6,3%,1%,6342
6554,S01013060,King's Park and Torbrex - 02,Stirling,530,307,4519,4,7,13,65,6%,34,4456,7%,20,3878,65,34,65,187,18%,10%,81,4041,0%,6.17,36,9%,8%,5865,3.16,3.39,2,4.25,5.25,4.8,7.65,4.24,10.12,0%,3185,23,426,1346,9,2,2%,0%,6711
6555,S01013061,King's Park and Torbrex - 03,Stirling,873,452,6417,5,10,19,92,1%,11,6799,3%,13,5968,35,33,0,60,13%,0%,64,6454,0%,6.14,32,0%,10%,6824,4.72,2.63,2.94,3.74,3.91,5.48,13.48,7.62,16.33,10%,1753,13,153,4132,9,3,1%,0%,6851
6556,S01013062,King's Park and Torbrex - 04,Stirling,910,489,6288,5,10,19,91,3%,23,6200,2%,11,6332,45,33,60,99,18%,4%,70,5302,93%,6.27,19,1%,16%,6690,4.09,2.31,2.97,3.67,5.53,4.5,8.09,8.29,12.6,0%,2800,23,248,2776,18,4,2%,0%,6607
6557,S01013063,King's Park and Torbrex - 05,Stirling,810,483,6313,5,10,19,91,5%,40,5021,2%,12,6192.5,50,18,148,63,14%,7%,70,5511,92%,6.64,20,0%,22%,6862,3.56,1.26,2.49,2.15,5.34,3.82,4.02,7.01,11.21,0%,5655,21,254,2702,29,7,4%,1%,5989
6558,S01013064,Braehead - 01,Stirling,846,483,2228,2,4,7,32,13%,114,2568,14%,67,1684,145,68,74,131,21%,3%,112,2021,83%,5.61,120,2%,3%,2705,3.85,4,2.34,2.94,4.16,4.45,9.54,7.51,12.03,0%,2828,15,182,3680,83,14,10%,2%,3305
6559,S01013065,Braehead - 02,Stirling,849,569,2395,2,4,7,35,15%,126,2272,11%,65,2295,115,173,115,129,20%,3%,116,2228,81%,5.63,113,9%,6%,2599,2.74,3.6,2.69,3.11,4.27,3.34,9.19,8.85,9.7,0%,3586,15,181,3690,131,9,15%,1%,1841
6560,S01013066,Braehead - 03,Stirling,746,508,1889,2,3,6,28,13%,95,2730,14%,70,1680,140,103,585,85,19%,14%,111,1909,86%,5.25,112,8%,6%,2667,2.35,3.54,3.29,4.09,4.47,3.2,9.69,9.95,9.83,10%,2672,97,1294,106,71,14,10%,2%,2960
6561,S01013067,City Centre - 01,Stirling,872,788,4854,4,7,14,70,4%,33,5562,3%,20,6108,40,40,39,114,13%,8%,46,6285,76%,5.43,55,0%,18%,4459,2.85,2.1,1.58,2.02,6.36,3.51,3.96,3.04,8.8,7%,5106,148,1696,57,292,62,36%,8%,72
6562,S01013068,City Centre - 02,Stirling,713,568,895,1,2,3,13,24%,169,991,18%,103,907,180,153,290,118,24%,5%,112,1077,64%,5.56,102,15%,2%,1029,2.07,1.71,2.54,1.76,7.09,4.18,6.03,6.7,11.34,0%,5160,56,792,380,218,10,28%,1%,381.5
6563,S01013069,City Centre - 03,Stirling,787,688,3062,3,5,9,44,8%,63,3909,7%,51,3557,85,129,114,80,18%,6%,80,3620,0%,5,102,5%,3%,2251,0.93,0.56,2.63,2.54,6.79,3.33,2.14,6.66,8.56,5%,6335,98,1240,115,209,21,29%,3%,310
6564,S01013070,City Centre - 04,Stirling,734,616,2255,2,4,7,33,13%,93,2750,10%,59,2829,115,115,88,97,16%,6%,66,3553,64%,5.71,135,11%,2%,896,1.35,1.25,3.26,4.01,8.2,4.05,3.53,6.76,8.77,0%,5279,50,686,533,166,11,30%,2%,301
6565,S01013071,City Centre - 05,Stirling,985,931,6197,5,9,18,89,2%,22,6354,2%,15,6719.5,30,57,27,91,12%,7%,49,6617,0%,0,59,7%,10%,3787,0.96,0.81,3.01,3.24,6.79,3.67,3.07,6.57,8.78,0%,6561,27,271,2492,218,44,29%,6%,218
6566,S01013072,Raploch - 01,Stirling,550,378,410,1,1,2,6,28%,156,539,22%,81,479,235,189,414,157,29%,5%,144,232,67%,5.31,252,6%,4%,367,3.01,3.5,2.04,2.16,8.13,5.98,11.31,5.8,17.89,0%,2385,10,187,3605,68,8,13%,2%,2247
6567,S01013073,Raploch - 02,Stirling,1112,734,1320,1,2,4,19,20%,220,1472,12%,89,2114,130,154,87,197,27%,6%,96,1728,67%,5.14,202,10%,1%,275,1.96,3.29,1.11,2.44,8.61,5.66,7.73,2.98,13.12,0%,4070,58,517,941,94,3,13%,0%,2757
6568,S01013074,Raploch - 03,Stirling,775,497,186,1,1,1,3,37%,283,150,22%,109,475,185,374,365,203,24%,4%,167,420,62%,4.39,238,10%,1%,31,1.7,2.87,1.49,2.5,8.39,5.18,9.09,5.32,14.4,0%,3969,86,1113,155,163,0,23%,0%,817
6569,S01013075,Raploch - 04,Stirling,829,559,41,1,1,1,1,40%,332,76,31%,175,61,255,278,308,197,30%,4%,184,75,59%,4.96,195,13%,1%,59,1.26,1.91,2.16,2.72,7.46,4.19,6.72,6.37,11.98,0%,5021,42,508,971,203,1,23%,0%,757
6570,S01013076,Cornton - 01,Stirling,732,584,6365,5,10,19,92,3%,23,5900,1%,8,6821,35,53,50,34,12%,8%,61,6435,86%,5.25,65,2%,11%,4134,3.65,2.84,1.73,2.32,7.58,4.84,4.84,6.5,9.66,0%,3892,10,140,4349,33,2,7%,0%,4717
6571,S01013077,Cornton - 02,Stirling,661,400,668,1,1,2,10,27%,179,656,21%,84,534,180,212,222,105,26%,10%,126,842,72%,5.47,179,11%,3%,974,4.67,3.67,1.18,2.18,8.4,4.98,6.18,4.39,9.88,0%,3598,24,357,1775,126,9,18%,1%,1377
6572,S01013078,Cornton - 03,Stirling,592,382,449,1,1,2,7,32%,187,320,20%,76,655,160,143,369,173,25%,10%,101,1188,56%,4.82,171,7%,4%,215,5.34,3.79,1.82,1.96,8.98,4.82,8.26,5.56,10.73,0%,2773,29,486,1068,64,6,11%,1%,2980
